cluster_id	member_curie	identity_key_strict	molfile_key	molfile_path	raw_canonical_smiles	formula	formal_charge	rdkit_canonical_tautomer
1283	CHEBI_121365	CCOc1cc(NC(=S)Nc2ccccc2)c(OCC)cc1NC(=O)c1ccc(OC)cc1	CHEBI_121365	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_121365.sdf	CCOc1cc(NC(=S)Nc2ccccc2)c(OCC)cc1NC(=O)c1ccc(OC)cc1	C25H27N3O4S	0.0	CCOc1cc(NC(=S)Nc2ccccc2)c(OCC)cc1NC(=O)c1ccc(OC)cc1
1284	CHEBI_213882	CC1=C[C@H](O)[C@@H]2[C@@]3(C)C=CC(=O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2	CHEBI_213882	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_213882.sdf	CC1=C[C@H](O)[C@@H]2[C@@]3(C)C=CC(=O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2	C27H34O5	0.0	CC1=C[C@H](O)[C@@H]2[C@@]3(C)C=CC(=O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2
1285	CHEBI_170950	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC	CHEBI_170950	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_170950.sdf	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC	C57H106O6	0.0	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC
1286	CHEBI_210758	CC(C)=CCC/C(C)=C/C/C=C(\CC(=O)c1cc(O)ccc1O)C(=O)O	CHEBI_210758	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_210758.sdf	CC(C)=CCC/C(C)=C/C/C=C(\CC(=O)c1cc(O)ccc1O)C(=O)O	C21H26O5	0.0	CC(C)=CCC/C(C)=C/CC=C(CC(=O)c1cc(O)ccc1O)C(=O)O
1287	CHEBI_131689	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC	CHEBI_131689	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_131689.sdf	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC	C25H52NO7P	0.0	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC
1288	CHEBI_163100	NC(N)=NCCC[C@H](NC(=O)CNC(=O)[C@@H](N)CO)C(=O)O	CHEBI_163100	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_163100.sdf	NC(N)=NCCC[C@H](NC(=O)CNC(=O)[C@@H](N)CO)C(=O)O	C11H22N6O5	0.0	N=C(N)NCCCC(NC(=O)CNC(=O)C(N)CO)C(=O)O
1289	CHEBI_215552	CCCCCCCC/[N+]([O-])=N/[C@@H](COC)C(N)=O	CHEBI_215552	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_215552.sdf	CCCCCCCC/[N+]([O-])=N/[C@@H](COC)C(N)=O	C12H25N3O3	0.0	CCCCCCCC/[N+]([O-])=N/C(COC)C(N)=O
1290	CHEBI_222156	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC4NC(O)C(C)OC(CC(C)O)OC4C(C)O2)C1)C(=O)c1c(O)cccc1C3=O	CHEBI_222156	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_222156.sdf	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC4NC(O)C(C)OC(CC(C)O)OC4C(C)O2)C1)C(=O)c1c(O)cccc1C3=O	C33H39NO13	0.0	CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4c(O)cccc4c3O)C(=O)C2[C@@H](OC2CC3NC(O)C(C)OC(CC(C)O)OC3C(C)O2)C1
1291	CHEBI_183867	CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C(C(C)(C)C(=O)O)C(CC(=O)O)C3(C)C(=O)CC12C	CHEBI_183867	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_183867.sdf	CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C(C(C)(C)C(=O)O)C(CC(=O)O)C3(C)C(=O)CC12C	C32H46O10	0.0	CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C(C(C)(C)C(=O)O)C(CC(=O)O)C3(C)C(=O)CC12C
1292	CHEBI_169613	CCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@@H](O)CO	CHEBI_169613	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_169613.sdf	CCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@@H](O)CO	C19H39O9P	0.0	CCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@@H](O)CO
1293	CHEBI_94000	Cc1cc(S(=O)(=O)NCC(=O)O)ccc1F	CHEBI_94000	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_94000.sdf	Cc1cc(S(=O)(=O)NCC(=O)O)ccc1F	C9H10FNO4S	0.0	Cc1cc(S(=O)(=O)NCC(=O)O)ccc1F
1294	CHEBI_204711	O=C1C[C@@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O	CHEBI_204711	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_204711.sdf	O=C1C[C@@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O	C20H16O8	0.0	O=C1C[C@@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O
1295	CHEBI_201938	O=C1C[C@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O	CHEBI_201938	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_201938.sdf	O=C1C[C@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O	C20H16O8	0.0	O=C1C[C@H](O)[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O
1296	CHEBI_202638	CC(=O)N[C@@H](CSC(=O)c1cccc(O)c1O)C(=O)O	CHEBI_202638	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_202638.sdf	CC(=O)N[C@@H](CSC(=O)c1cccc(O)c1O)C(=O)O	C12H13NO6S	0.0	CC(=O)NC(CSC(=O)c1cccc(O)c1O)C(=O)O
1297	CHEBI_150704	CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](CO)NC(C)=O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H]1O	CHEBI_150704	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_150704.sdf	CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](CO)NC(C)=O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H]1O	C52H90N2O39	0.0	CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](CO)NC(C)=O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H]1O
1298	CHEBI_197608	C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COC(=O)/C=C/C(=O)O	CHEBI_197608	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_197608.sdf	C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COC(=O)/C=C/C(=O)O	C24H36O5	0.0	C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COC(=O)/C=C/C(=O)O
1299	CHEBI_38887	FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1	CHEBI_38887	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_38887.sdf	FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1	C18H14Cl4F3NO3	0.0	FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1
1300	2oh_mtz	O=[N+]([O-])c1cnc(CO)n1CCO	2OH_MTZ					
1300	CHEBI_166538	O=[N+]([O-])c1cnc(CO)n1CCO	CHEBI_166538	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_166538.sdf	O=[N+]([O-])c1cnc(CO)n1CCO	C6H9N3O4	0.0	O=[N+]([O-])c1cnc(CO)n1CCO
1301	CHEBI_226728	CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@]23CC[C@@H](OC2=O)C(C)(C)[C@@H]3CC4)OC1=O	CHEBI_226728	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_226728.sdf	CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@]23CC[C@@H](OC2=O)C(C)(C)[C@@H]3CC4)OC1=O	C30H42O4	0.0	CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@]23CC[C@@H](OC2=O)C(C)(C)[C@@H]3CC4)OC1=O
1302	CHEBI_152423	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2O)[C@@H](CO)O[C@H]1O	CHEBI_152423	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_152423.sdf	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2O)[C@@H](CO)O[C@H]1O	C82H137N5O61	0.0	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2O)[C@@H](CO)O[C@H]1O
1303	CHEBI_154043	CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]4CO)O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O	CHEBI_154043	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_154043.sdf	CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]4CO)O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O	C82H137N5O61	0.0	CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]4CO)O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O
1304	CHEBI_40922	CCOC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NNCCCCN	CHEBI_40922					
1305	CHEBI_114908	COC(=O)Cn1c(=NC(=O)c2ccc(Cl)s2)sc2cc(F)ccc21	CHEBI_114908	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_114908.sdf	COC(=O)Cn1c(=NC(=O)c2ccc(Cl)s2)sc2cc(F)ccc21	C15H10ClFN2O3S2	0.0	COC(=O)Cn1c(=NC(=O)c2ccc(Cl)s2)sc2cc(F)ccc21
1306	CHEBI_90982	O=C(O)CCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCCCO	CHEBI_90982	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_90982.sdf	O=C(O)CCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCCCO	C20H32O4	0.0	O=C(O)CCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCCCO
1307	CHEBI_90717	O=C([O-])CCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCCCO	CHEBI_90717	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_90717.sdf	O=C([O-])CCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCCCO	C20H31O4-	-1.0	O=C([O-])CCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCCCO
1308	CHEBI_99249	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C	CHEBI_99249	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_99249.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C	C28H40N4O6S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C
1309	CHEBI_97056	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C	CHEBI_97056	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_97056.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C	C28H40N4O6S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C
1310	CHEBI_99140	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C	CHEBI_99140	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_99140.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C	C28H40N4O6S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C
1311	CHEBI_101472	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C	CHEBI_101472	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_101472.sdf	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C	C28H40N4O6S	0.0	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C
1312	CHEBI_100952	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C	CHEBI_100952	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_100952.sdf	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C	C28H40N4O6S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C
1313	CHEBI_97120	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C	CHEBI_97120	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_97120.sdf	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C	C28H40N4O6S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@H]1C
1314	CHEBI_99911	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C	CHEBI_99911	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_99911.sdf	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C	C28H40N4O6S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@@H]1C
1315	CHEBI_98086	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C	CHEBI_98086	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_98086.sdf	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C	C28H40N4O6S	0.0	CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C
1316	CHEBI_198046	COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(C)=O)C1=O)[C@H](O)C(C)C	CHEBI_198046	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_198046.sdf	COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(C)=O)C1=O)[C@H](O)C(C)C	C32H48N6O9	0.0	COCC(=O)NC(C(=O)N1NCCCC1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(C)C(=O)NC1CCN(C(C)=O)C1=O)[C@H](O)C(C)C
1317	CHEBI_33037	[Br][Cr-2]([Br])([Br])[Br]	CHEBI_33037	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_33037.sdf	[Br][Cr-2]([Br])([Br])[Br]	Br4Cr-2	-2.0	[Br][Cr-2]([Br])([Br])[Br]
1318	CHEBI_93750	C=Cc1c2[nH]c(c1C)C=C1NC(=CC3=NC(=Cc4[nH]c(c(C)c4CCC(=O)O)C2)C(CCC(=O)O)=C3C)[C@@]2(C)C1=CC=C(C(=O)OC)C2C(=O)OC	CHEBI_93750	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_93750.sdf	C=Cc1c2[nH]c(c1C)C=C1NC(=CC3=NC(=Cc4[nH]c(c(C)c4CCC(=O)O)C2)C(CCC(=O)O)=C3C)[C@@]2(C)C1=CC=C(C(=O)OC)C2C(=O)OC	C40H42N4O8	0.0	C=Cc1c2[nH]c(c1C)C=C1N=C(C=c3[nH]c(c(CCC(=O)O)c3C)=Cc3[nH]c(c(C)c3CCC(=O)O)C2)[C@@]2(C)C1=CC=C(C(=O)OC)C2C(=O)OC
1319	CHEBI_65776	CC(C)[C@H]1CCC(CO)=C2CC[C@](C)(O)C[C@@H]21	CHEBI_65776	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_65776.sdf	[H][C@]12C[C@@](C)(O)CCC1=C(CO)CC[C@@H]2C(C)C	C15H26O2	0.0	[H][C@]12C[C@@](C)(O)CCC1=C(CO)CC[C@@H]2C(C)C
